rank,player_name,opp,best,worst,avg,std dev,proj. pts,pos,pos_rank,tm,pos_map,tiers
30.0,Julian Edelman,at KC,24.0,48.0,32.8,6.6,14.9,FLEX,30,NE,WR,3
31.0,Tyler Boyd,vs. JAC,21.0,47.0,33.2,5.0,14.2,FLEX,31,CIN,WR,3
32.0,Devin Singletary,at LV,14.0,60.0,33.3,7.4,15.2,FLEX,32,BUF,RB,3
33.0,Davante Adams,vs. ATL,3.0,52.0,17.0,13.0,14.2,FLEX,33,GB,WR,1
34.0,Odell Beckham Jr.,at DAL,22.0,51.0,33.6,5.3,14.9,FLEX,34,CLE,WR,3
35.0,Mike Davis,vs. ARI,13.0,69.0,37.8,5.1,15.1,FLEX,35,CAR,RB,3
36.0,Kenny Golladay,vs. NO,17.0,55.0,38.7,2.9,14.1,FLEX,36,DET,WR,3
37.0,Melvin Gordon III,at NYJ,27.0,70.0,38.7,8.3,14.9,FLEX,37,DEN,RB,3
38.0,David Johnson,vs. MIN,19.0,64.0,39.1,6.7,14.7,FLEX,38,HOU,RB,3
39.0,DeVante Parker,vs. SEA,12.0,63.0,40.4,6.7,14.0,FLEX,39,MIA,WR,3
40.0,Mark Andrews,at WAS,33.0,58.0,40.8,6.7,13.1,FLEX,40,BAL,TE,3
41.0,Kareem Hunt,at DAL,25.0,64.0,41.9,5.0,14.2,FLEX,41,CLE,RB,3
42.0,Zach Ertz,at SF,15.0,58.0,42.1,6.3,14.6,FLEX,42,PHI,TE,3
43.0,Darrell Henderson,vs. NYG,18.0,99.0,42.9,7.7,14.0,FLEX,43,LAR,RB,4
44.0,Will Fuller V,vs. MIN,23.0,80.0,44.5,7.3,13.7,FLEX,44,HOU,WR,3
45.0,David Montgomery,vs. IND,28.0,70.0,45.4,5.0,13.6,FLEX,45,CHI,RB,5
46.0,CeeDee Lamb,vs. CLE,32.0,67.0,47.9,6.9,13.5,FLEX,46,DAL,WR,5
47.0,Marquise Brown,at WAS,37.0,56.0,48.2,5.2,13.5,FLEX,47,BAL,WR,5
48.0,Michael Gallup,vs. CLE,36.0,65.0,48.9,3.9,13.1,FLEX,48,DAL,WR,5
49.0,Robby Anderson,vs. ARI,41.0,71.0,51.1,4.9,12.9,FLEX,49,CAR,WR,5
50.0,Todd Gurley II,at GB,35.0,84.0,51.3,9.3,13.5,FLEX,50,ATL,RB,5
51.0,Darren Waller,vs. BUF,33.0,62.0,53.2,6.9,13.1,FLEX,51,LV,TE,5
52.0,Jerick McKinnon,vs. PHI,35.0,108.0,53.4,9.7,13.4,FLEX,52,SF,RB,4
53.0,T.Y. Hilton,at CHI,43.0,73.0,54.9,4.8,12.8,FLEX,53,IND,WR,5
54.0,A.J. Green,vs. JAC,47.0,80.0,56.8,6.7,12.5,FLEX,54,CIN,WR,5
55.0,Jarvis Landry,at DAL,47.0,101.0,57.4,5.6,12.5,FLEX,55,CLE,WR,6
56.0,Tyler Higbee,vs. NYG,44.0,109.0,59.7,9.5,12.9,FLEX,56,LAR,TE,7
57.0,Myles Gaskin,vs. SEA,49.0,126.0,61.7,13.5,13.4,FLEX,57,MIA,RB,7
58.0,Mike Gesicki,vs. SEA,58.0,87.0,62.1,2.2,12.0,FLEX,58,MIA,TE,6
59.0,Darius Slayton,at LAR,46.0,86.0,62.6,7.6,12.3,FLEX,59,NYG,WR,6
60.0,Hunter Henry,at TB,58.0,89.0,63.1,5.7,12.6,FLEX,60,LAC,TE,6
61.0,Marvin Jones Jr.,vs. NO,56.0,103.0,64.1,6.2,12.1,FLEX,61,DET,WR,6
62.0,George Kittle,vs. PHI,15.0,167.0,59.2,28.8,11.0,FLEX,62,SF,TE,8
63.0,T.J. Hockenson,vs. NO,59.0,105.0,66.7,7.1,11.5,FLEX,63,DET,TE,6
64.0,Brandin Cooks,vs. MIN,52.0,85.0,67.3,8.9,11.8,FLEX,64,HOU,WR,6
65.0,Jerry Jeudy,at NYJ,57.0,82.0,67.6,6.0,11.8,FLEX,65,DEN,WR,6
66.0,Antonio Gibson,vs. BAL,50.0,104.0,68.3,11.1,13.0,FLEX,66,WAS,RB,6
67.0,Marquez Valdes-Scantling,vs. ATL,55.0,96.0,72.8,6.8,11.8,FLEX,67,GB,WR,6
68.0,Preston Williams,vs. SEA,61.0,100.0,73.8,5.6,11.7,FLEX,68,MIA,WR,6
69.0,Justin Jefferson,at HOU,51.0,118.0,74.0,11.9,11.1,FLEX,69,MIN,WR,7
70.0,Brandon Aiyuk,vs. PHI,61.0,93.0,74.0,6.1,11.1,FLEX,70,SF,WR,6
71.0,Mark Ingram II,at WAS,49.0,121.0,74.5,12.1,12.7,FLEX,71,BAL,RB,7
72.0,Hunter Renfrow,vs. BUF,54.0,121.0,74.5,9.6,10.8,FLEX,72,LV,WR,7
73.0,Laviska Shenault Jr.,at CIN,57.0,94.0,75.0,6.9,11.1,FLEX,73,JAX,WR,6
74.0,Emmanuel Sanders,at DET,69.0,98.0,78.1,5.4,10.8,FLEX,74,NO,WR,6
75.0,Noah Fant,at NYJ,68.0,92.0,80.3,7.6,11.1,FLEX,75,DEN,TE,6
76.0,Keelan Cole,at CIN,72.0,102.0,81.3,6.5,10.7,FLEX,76,JAX,WR,6
77.0,Golden Tate,at LAR,50.0,93.0,81.7,6.0,10.7,FLEX,77,NYG,WR,6
78.0,Julio Jones,at GB,9.0,99.0,52.7,31.7,10.8,FLEX,78,ATL,WR,4
79.0,Cole Beasley,at LV,61.0,100.0,81.9,6.3,10.8,FLEX,79,BUF,WR,6
80.0,N'Keal Harry,at KC,70.0,106.0,82.8,5.6,10.7,FLEX,80,NE,WR,9
81.0,Ronald Jones II,vs. LAC,53.0,121.0,83.2,15.0,11.9,FLEX,81,TB,RB,9
82.0,Tee Higgins,vs. JAC,61.0,128.0,85.5,7.7,10.6,FLEX,82,CIN,WR,9
83.0,Hayden Hurst,at GB,63.0,111.0,86.6,6.6,10.1,FLEX,83,ATL,TE,9
84.0,Tre'Quan Smith,at DET,52.0,117.0,88.1,10.1,10.5,FLEX,84,NO,WR,9
85.0,Dalton Schultz,vs. CLE,68.0,118.0,89.8,3.2,10.0,FLEX,85,DAL,TE,9
86.0,Curtis Samuel,vs. ARI,60.0,106.0,90.3,6.6,10.2,FLEX,86,CAR,WR,9
87.0,Russell Gage,at GB,43.0,145.0,77.3,20.0,10.5,FLEX,87,ATL,WR,7
88.0,Anthony Miller,vs. IND,82.0,112.0,93.2,6.6,10.2,FLEX,88,CHI,WR,10
89.0,Evan Engram,at LAR,68.0,129.0,93.9,9.5,9.7,FLEX,89,NYG,TE,9
90.0,Sammy Watkins,vs. NE,76.0,123.0,94.0,6.9,10.2,FLEX,90,KC,WR,10
91.0,Jeff Wilson Jr.,vs. PHI,77.0,150.0,95.3,13.4,11.2,FLEX,91,SF,RB,11
92.0,KJ Hamler,at NYJ,79.0,121.0,95.6,7.6,10.2,FLEX,92,DEN,WR,10
93.0,Jamison Crowder,vs. DEN,51.0,146.0,75.6,15.1,10.5,FLEX,93,NYJ,WR,7
94.0,Randall Cobb,vs. MIN,79.0,115.0,98.1,8.1,9.9,FLEX,94,HOU,WR,10
95.0,Carlos Hyde,at MIA,49.0,165.0,100.9,23.3,9.8,FLEX,95,SEA,RB,12
96.0,Larry Fitzgerald,at CAR,90.0,139.0,102.0,8.9,9.8,FLEX,96,ARI,WR,11
97.0,Scotty Miller,vs. LAC,75.0,153.0,102.2,12.6,9.5,FLEX,97,TB,WR,11
98.0,Kendrick Bourne,vs. PHI,87.0,117.0,102.3,5.3,9.4,FLEX,98,SF,WR,10
99.0,Mecole Hardman,vs. NE,87.0,123.0,102.3,7.0,10.1,FLEX,99,KC,WR,10
100.0,Leonard Fournette,vs. LAC,64.0,175.0,102.8,24.5,9.8,FLEX,100,TB,RB,12
101.0,Andy Isabella,at CAR,82.0,149.0,105.8,12.1,9.2,FLEX,101,ARI,WR,11
102.0,Nyheim Hines,at CHI,78.0,133.0,106.3,9.5,10.8,FLEX,102,IND,RB,11
103.0,Zach Pascal,at CHI,93.0,127.0,107.7,9.2,9.7,FLEX,103,IND,WR,11
104.0,Logan Thomas,vs. BAL,87.0,126.0,108.3,8.0,9.2,FLEX,104,WAS,TE,10
105.0,Joshua Kelley,at TB,44.0,131.0,109.7,12.0,9.8,FLEX,105,LAC,RB,9
106.0,John Brown,at LV,56.0,198.0,85.1,23.6,10.0,FLEX,106,BUF,WR,12
107.0,Austin Hooper,at DAL,88.0,150.0,111.4,6.9,9.1,FLEX,107,CLE,TE,11
108.0,Latavius Murray,at DET,70.0,133.0,112.4,10.1,8.7,FLEX,108,NO,RB,11
109.0,Jimmy Graham,vs. IND,68.0,150.0,113.0,7.0,9.1,FLEX,109,CHI,TE,11
110.0,Adrian Peterson,vs. NO,63.0,138.0,114.0,11.9,8.6,FLEX,110,DET,RB,11
111.0,J.K. Dobbins,at WAS,73.0,131.0,114.3,8.7,8.7,FLEX,111,BAL,RB,11
112.0,Danny Amendola,vs. NO,96.0,141.0,111.1,10.8,9.0,FLEX,112,DET,WR,11
113.0,D.J. Chark Jr.,at CIN,28.0,119.0,84.8,27.3,9.8,FLEX,113,JAX,WR,9
114.0,Greg Ward,at SF,72.0,157.0,111.7,21.9,9.1,FLEX,114,PHI,WR,11
115.0,Rex Burkhead,at KC,53.0,174.0,118.4,17.7,8.5,FLEX,115,NE,RB,12
116.0,Braxton Berrios,vs. DEN,98.0,172.0,113.1,15.3,8.8,FLEX,116,NYJ,WR,11
117.0,Isaiah Ford,vs. SEA,86.0,145.0,119.7,13.8,8.9,FLEX,117,MIA,WR,11
118.0,Mo Alie-Cox,at CHI,92.0,149.0,125.4,9.0,8.8,FLEX,118,IND,TE,11
119.0,Malcolm Brown,vs. NYG,81.0,160.0,125.7,6.6,8.5,FLEX,119,LAR,RB,11
120.0,Michael Thomas,at DET,5.0,159.0,63.3,47.4,9.6,FLEX,120,NO,WR,8
121.0,Chris Herndon IV,vs. DEN,105.0,244.0,126.3,21.6,8.9,FLEX,121,NYJ,TE,13
122.0,Frank Gore,vs. DEN,83.0,158.0,126.5,8.5,8.4,FLEX,122,NYJ,RB,11
123.0,D'Andre Swift,vs. NO,104.0,158.0,127.4,10.7,8.1,FLEX,123,DET,RB,14
124.0,Drew Sample,vs. JAC,109.0,152.0,128.8,8.7,8.4,FLEX,124,CIN,TE,14
125.0,Sony Michel,at KC,84.0,148.0,129.3,8.2,8.1,FLEX,125,NE,RB,11
126.0,Jordan Akins,vs. MIN,113.0,151.0,130.3,6.2,8.3,FLEX,126,HOU,TE,14
127.0,Chase Edmonds,at CAR,95.0,155.0,131.2,7.9,8.0,FLEX,127,ARI,RB,14
128.0,Damiere Byrd,at KC,96.0,143.0,120.9,13.2,8.6,FLEX,128,NE,WR,11
129.0,Devonta Freeman,at LAR,108.0,205.0,135.9,10.0,7.6,FLEX,129,NYG,RB,15
130.0,Tyler Eifert,at CIN,126.0,151.0,137.0,6.5,8.3,FLEX,130,JAX,TE,14
131.0,Jared Cook,at DET,80.0,190.0,117.1,15.7,8.0,FLEX,131,NO,TE,12
132.0,Rob Gronkowski,vs. LAC,109.0,171.0,140.9,14.7,7.3,FLEX,132,TB,TE,14
133.0,O.J. Howard,vs. LAC,114.0,171.0,141.9,11.8,8.1,FLEX,133,TB,TE,14
134.0,Alexander Mattison,at HOU,93.0,173.0,142.8,8.4,7.0,FLEX,134,MIN,RB,14
135.0,Chris Conley,at CIN,102.0,164.0,132.5,13.3,8.6,FLEX,135,JAX,WR,14
136.0,Jamaal Williams,vs. ATL,97.0,187.0,144.0,9.9,6.9,FLEX,136,GB,RB,15
137.0,Dion Lewis,at LAR,125.0,195.0,145.0,17.3,6.8,FLEX,137,NYG,RB,15
138.0,Greg Olsen,at MIA,114.0,166.0,140.2,13.0,6.8,FLEX,138,SEA,TE,14
139.0,James White,at KC,50.0,187.0,130.3,38.1,6.9,FLEX,139,NE,RB,12
140.0,Chris Thompson,at CIN,96.0,180.0,146.8,11.5,6.9,FLEX,140,JAX,RB,15
141.0,Nelson Agholor,vs. BUF,106.0,159.0,137.9,13.4,8.4,FLEX,141,LV,WR,14
142.0,David Moore,at MIA,123.0,161.0,142.8,9.2,8.4,FLEX,142,SEA,WR,14
143.0,Tim Patrick,at NYJ,99.0,170.0,139.1,15.9,8.1,FLEX,143,DEN,WR,14
144.0,Kerryon Johnson,vs. NO,130.0,192.0,154.7,9.6,6.7,FLEX,144,DET,RB,15
145.0,Robert Tonyan,vs. ATL,109.0,166.0,140.3,13.8,6.8,FLEX,145,GB,TE,14
146.0,Demarcus Robinson,vs. NE,117.0,183.0,146.9,14.1,8.0,FLEX,146,KC,WR,15
147.0,Willie Snead IV,at WAS,117.0,161.0,142.6,9.1,8.1,FLEX,147,BAL,WR,14
148.0,Giovani Bernard,vs. JAC,125.0,179.0,157.6,8.6,6.6,FLEX,148,CIN,RB,15
149.0,Mike Williams,at TB,77.0,246.0,119.8,34.9,8.1,FLEX,149,LAC,WR,13
150.0,J.D. McKissic,vs. BAL,115.0,193.0,159.9,12.1,6.6,FLEX,150,WAS,RB,15
