rk,player_name,pos,year,age,tm,games,games_started,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,scoring_2pm,fumbles,fumbles_lost,fantasy_posrank,fantasy_ovrank
464,Steve Tasker,0,1994,32,BUF,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,142,0
465,Darrell Thompson,RB,1994,27,GNB,8,0,0,0,0,0,0,2,-2,-1.00,0,0,0,0,0,0,0,0,0,149,0
466,Chris Walsh,0,1994,26,MIN,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0
467,Erik Wilhelm,0,1994,29,CIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0
468,Marcus Wilson,0,1994,26,GNB,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,134,0
469,Robert Wilson,RB,1994,25,2TM,4,0,0,0,0,0,0,1,-1,-1.00,0,0,0,0,0,0,0,0,0,148,0
470,Barry Word,0,1994,31,ARI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0
471,Mike Young,0,1994,32,KAN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0
472,Matt Blundin,QB,1994,25,KAN,1,0,1,5,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71,0
473,Donald Hollas,QB,1994,27,CIN,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72,0
