rk,player_name,pos,age,date,lg,tm,home/away,opp,result,g#,week,day,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,receiving_y/tgt
84,Brian Hill,RB,24.309,2020-09-13,NFL,ATL,Home,SEA,L 25-38,1,1,Sun,3.0,12.0,4.0,0.0,2.0,2.0,8.0,4.0,0.0,4.0
85,David Moore,WR,25.242,2020-09-13,NFL,SEA,Away,ATL,W 38-25,1,1,Sun,1.0,12.0,12.0,0.0,3.0,3.0,28.0,9.33,0.0,9.33
86,Zack Moss,RB,22.272,2020-09-13,NFL,BUF,Home,NYJ,W 27-17,1,1,Sun,9.0,11.0,1.22,0.0,4.0,3.0,16.0,5.33,1.0,4.0
87,Henry Ruggs III,WR,21.233,2020-09-13,NFL,LVR,Away,CAR,W 34-30,1,1,Sun,2.0,11.0,5.5,0.0,5.0,3.0,55.0,18.33,0.0,11.0
88,Tony Pollard,RB,23.136,2020-09-13,NFL,DAL,Away,LAR,L 17-20,1,1,Sun,2.0,10.0,5.0,0.0,3.0,2.0,22.0,11.0,0.0,7.33
89,Laviska Shenault Jr.,WR,21.344,2020-09-13,NFL,JAX,Home,IND,W 27-20,1,1,Sun,2.0,10.0,5.0,0.0,4.0,3.0,37.0,12.33,1.0,9.25
90,Tom Brady,QB,43.041,2020-09-13,NFL,TAM,Away,NOR,L 23-34,1,1,Sun,3.0,9.0,3.0,1.0,0.0,0.0,0.0,,0.0,
91,Parris Campbell,WR,23.059,2020-09-13,NFL,IND,Away,JAX,L 20-27,1,1,Sun,1.0,9.0,9.0,0.0,9.0,6.0,71.0,11.83,0.0,7.89
92,James Conner,RB,25.132,2020-09-14,NFL,PIT,Away,NYG,W 26-16,1,1,Mon,6.0,9.0,1.5,0.0,4.0,2.0,8.0,4.0,0.0,2.0
93,Jimmy Garoppolo,QB,28.316,2020-09-13,NFL,SFO,Home,ARI,L 20-24,1,1,Sun,1.0,9.0,9.0,0.0,0.0,0.0,0.0,,0.0,
94,Deonte Harris,WR,22.284,2020-09-13,NFL,NOR,Home,TAM,W 34-23,1,1,Sun,1.0,9.0,9.0,0.0,1.0,1.0,17.0,17.0,0.0,17.0
95,George Kittle,TE,26.34,2020-09-13,NFL,SFO,Home,ARI,L 20-24,1,1,Sun,1.0,9.0,9.0,0.0,5.0,4.0,44.0,11.0,0.0,8.8
96,Ben Roethlisberger,QB,38.196,2020-09-14,NFL,PIT,Away,NYG,W 26-16,1,1,Mon,3.0,9.0,3.0,0.0,0.0,0.0,0.0,,0.0,
97,Josh Adams,RB,23.323,2020-09-13,NFL,NYJ,Away,BUF,L 17-27,1,1,Sun,2.0,8.0,4.0,1.0,2.0,2.0,14.0,7.0,0.0,7.0
98,Chase Claypool,WR,22.069,2020-09-14,NFL,PIT,Away,NYG,W 26-16,1,1,Mon,1.0,8.0,8.0,0.0,2.0,2.0,39.0,19.5,0.0,19.5
99,D'Andre Swift,RB,21.243,2020-09-13,NFL,DET,Home,CHI,L 23-27,1,1,Sun,3.0,8.0,2.67,1.0,5.0,3.0,15.0,5.0,0.0,3.0
100,Giovani Bernard,HB,28.296,2020-09-13,NFL,CIN,Home,LAC,L 13-16,1,1,Sun,1.0,7.0,7.0,0.0,5.0,4.0,21.0,5.25,0.0,4.2
101,Jordan Howard,RB,25.316,2020-09-13,NFL,MIA,Away,NWE,L 11-21,1,1,Sun,8.0,7.0,0.88,1.0,0.0,0.0,0.0,,0.0,
102,Kyle Juszczyk,RB,29.143,2020-09-13,NFL,SFO,Home,ARI,L 20-24,1,1,Sun,1.0,7.0,7.0,0.0,2.0,1.0,41.0,41.0,0.0,20.5
103,Tyrod Taylor,QB,31.041,2020-09-13,NFL,LAC,Away,CIN,W 16-13,1,1,Sun,6.0,7.0,1.17,0.0,0.0,0.0,0.0,,0.0,
104,Saquon Barkley,RB,23.218,2020-09-14,NFL,NYG,Home,PIT,L 16-26,1,1,Mon,15.0,6.0,0.4,0.0,9.0,6.0,60.0,10.0,0.0,6.67
105,Sam Darnold,QB,23.1,2020-09-13,NFL,NYJ,Away,BUF,L 17-27,1,1,Sun,1.0,6.0,6.0,0.0,0.0,0.0,0.0,,0.0,
106,Darrell Henderson,RB,23.025,2020-09-13,NFL,LAR,Home,DAL,W 20-17,1,1,Sun,3.0,6.0,2.0,0.0,0.0,0.0,0.0,,0.0,
107,Scott Miller,WR,23.044,2020-09-13,NFL,TAM,Away,NOR,L 23-34,1,1,Sun,1.0,6.0,6.0,0.0,6.0,5.0,73.0,14.6,0.0,12.17
108,Leonard Fournette,RB,25.239,2020-09-13,NFL,TAM,Away,NOR,L 23-34,1,1,Sun,5.0,5.0,1.0,0.0,1.0,1.0,14.0,14.0,0.0,14.0
109,D'Ernest Johnson,RB,24.199,2020-09-13,NFL,CLE,Away,BAL,L 6-38,1,1,Sun,1.0,5.0,5.0,0.0,0.0,0.0,0.0,,0.0,
110,Drew Lock,QB,23.309,2020-09-14,NFL,DEN,Home,TEN,L 14-16,1,1,Mon,3.0,5.0,1.67,0.0,0.0,0.0,0.0,,0.0,
111,Curtis Samuel,WR,24.033,2020-09-13,NFL,CAR,Home,LVR,L 30-34,1,1,Sun,1.0,5.0,5.0,0.0,8.0,5.0,38.0,7.6,0.0,4.75
112,Justin Jackson,RB,25.144,2020-09-13,NFL,LAC,Away,CIN,W 16-13,1,1,Sun,2.0,4.0,2.0,0.0,0.0,0.0,0.0,,0.0,
113,Ito Smith,RB,25.002,2020-09-13,NFL,ATL,Home,SEA,L 25-38,1,1,Sun,1.0,4.0,4.0,0.0,3.0,3.0,2.0,0.67,0.0,0.67
114,Baker Mayfield,QB,25.152,2020-09-13,NFL,CLE,Away,BAL,L 6-38,1,1,Sun,2.0,3.0,1.5,0.0,0.0,0.0,0.0,,0.0,
115,Philip Rivers,QB,38.28,2020-09-13,NFL,IND,Away,JAX,L 20-27,1,1,Sun,1.0,3.0,3.0,0.0,0.0,0.0,0.0,,0.0,
116,Chris Streveler,QB,25.251,2020-09-13,NFL,ARI,Away,SFO,W 24-20,1,1,Sun,1.0,3.0,3.0,0.0,0.0,0.0,0.0,,0.0,
117,Sammy Watkins,WR,27.088,2020-09-10,NFL,KAN,Home,HOU,W 34-20,1,1,Thu,1.0,3.0,3.0,0.0,9.0,7.0,82.0,11.71,1.0,9.11
118,Sharrod Neasman,DB,28.335,2020-09-13,NFL,ATL,Home,SEA,L 25-38,1,1,Sun,1.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,
119,Aaron Rodgers,QB,36.286,2020-09-13,NFL,GNB,Away,MIN,W 43-34,1,1,Sun,1.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,
120,Jaylen Samuels,RB,24.056,2020-09-14,NFL,PIT,Away,NYG,W 26-16,1,1,Mon,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
121,Anthony Sherman,RB,31.274,2020-09-10,NFL,KAN,Home,HOU,W 34-20,1,1,Thu,1.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,
122,Carson Wentz,QB,27.258,2020-09-13,NFL,PHI,Away,WAS,L 17-27,1,1,Sun,1.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,
123,Alex Armah,RB,26.119,2020-09-13,NFL,CAR,Home,LVR,L 30-34,1,1,Sun,2.0,1.0,0.5,0.0,0.0,0.0,0.0,,0.0,
124,Jason Huntley,RB,22.146,2020-09-13,NFL,PHI,Away,WAS,L 17-27,1,1,Sun,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,
125,Dion Lewis,RB,29.353,2020-09-14,NFL,NYG,Home,PIT,L 16-26,1,1,Mon,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
126,Johnathan Abram,DB,23.324,2020-09-13,NFL,LVR,Away,CAR,W 34-30,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
127,Davante Adams,WR,27.264,2020-09-13,NFL,GNB,Away,MIN,W 43-34,1,1,Sun,0.0,0.0,,0.0,17.0,14.0,156.0,11.14,2.0,9.18
128,Jamal Adams,DB,24.332,2020-09-13,NFL,SEA,Away,ATL,W 38-25,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
129,Matthew Adams,LB,24.276,2020-09-13,NFL,IND,Away,JAX,L 20-27,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
130,Mario Addison,DE,33.007,2020-09-13,NFL,BUF,Home,NYJ,W 27-17,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
131,Olasunkanmi Adeniyi,OLB,23.002,2020-09-14,NFL,PIT,Away,NYG,W 26-16,1,1,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
132,Nelson Agholor,WR,27.112,2020-09-13,NFL,LVR,Away,CAR,W 34-30,1,1,Sun,0.0,0.0,,0.0,1.0,1.0,23.0,23.0,1.0,23.0
133,Jamal Agnew,RB/WR,25.163,2020-09-13,NFL,DET,Home,CHI,L 23-27,1,1,Sun,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0
134,Jordan Akins,TE,28.144,2020-09-10,NFL,HOU,Away,KAN,L 20-34,1,1,Thu,0.0,0.0,,0.0,2.0,2.0,39.0,19.5,1.0,19.5
135,Jaire Alexander,DB,23.217,2020-09-13,NFL,GNB,Away,MIN,W 43-34,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
136,Kwon Alexander,LB,26.041,2020-09-13,NFL,SFO,Home,ARI,L 20-24,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
137,Mo Alie-Cox,TE,26.36,2020-09-13,NFL,IND,Away,JAX,L 20-27,1,1,Sun,0.0,0.0,,0.0,2.0,2.0,20.0,10.0,0.0,10.0
138,Jonathan Allen,DT,25.241,2020-09-13,NFL,WAS,Home,PHI,W 27-17,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
139,Josh Allen,DE,23.062,2020-09-13,NFL,JAX,Home,IND,W 27-20,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
140,Keenan Allen,WR,28.139,2020-09-13,NFL,LAC,Away,CIN,W 16-13,1,1,Sun,0.0,0.0,,0.0,8.0,4.0,37.0,9.25,0.0,4.63
141,Zach Allen,DE,23.024,2020-09-13,NFL,ARI,Away,SFO,W 24-20,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
142,Tyson Alualu,DT,33.125,2020-09-14,NFL,PIT,Away,NYG,W 26-16,1,1,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
143,Ugo Amadi,DB,23.119,2020-09-13,NFL,SEA,Away,ATL,W 38-25,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
144,Danny Amendola,WR,34.316,2020-09-13,NFL,DET,Home,CHI,L 23-27,1,1,Sun,0.0,0.0,,0.0,7.0,5.0,81.0,16.2,0.0,11.57
145,Adrian Amos,DB,27.137,2020-09-13,NFL,GNB,Away,MIN,W 43-34,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
146,Henry Anderson,DE,29.041,2020-09-13,NFL,NYJ,Away,BUF,L 17-27,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
147,Robby Anderson,WR,27.127,2020-09-13,NFL,CAR,Home,LVR,L 30-34,1,1,Sun,0.0,0.0,,0.0,8.0,6.0,114.0,19.0,1.0,14.25
148,Ryan Anderson,DE,26.032,2020-09-13,NFL,WAS,Home,PHI,W 27-17,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
149,Mark Andrews,TE,24.007,2020-09-13,NFL,BAL,Home,CLE,W 38-6,1,1,Sun,0.0,0.0,,0.0,6.0,5.0,58.0,11.6,2.0,9.67
150,Bryan Anger,P,31.34,2020-09-10,NFL,HOU,Away,KAN,L 20-34,1,1,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
151,Alex Anzalone,LB,25.357,2020-09-13,NFL,NOR,Home,TAM,W 34-23,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
152,Troy Apke,S,25.155,2020-09-13,NFL,WAS,Home,PHI,W 27-17,1,1,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
