rk,player_name,pos,age,date,lg,tm,home/away,opp,result,g#,week,day,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,receiving_y/tgt
315,Stefon Diggs,WR,26.303,2020-09-27,NFL,BUF,Home,LAR,W 35-32,3,3,Sun,0.0,0.0,,0.0,6.0,4.0,49.0,12.25,1.0,8.17
316,Trevon Diggs,CB,22.007,2020-09-27,NFL,DAL,Away,SEA,L 31-38,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
317,Will Dissly,TE,24.081,2020-09-27,NFL,SEA,Home,DAL,W 38-31,3,3,Sun,0.0,0.0,,0.0,2.0,2.0,5.0,2.5,0.0,2.5
318,Riley Dixon,P,27.034,2020-09-27,NFL,NYG,Home,SFO,L 9-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
319,Aaron Donald,DL,29.127,2020-09-27,NFL,LAR,Away,BUF,L 32-35,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
320,Rasul Douglas,DB,25.029,2020-09-27,NFL,CAR,Away,LAC,W 21-16,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
321,Devante Downs,LB,24.345,2020-09-27,NFL,NYG,Home,SFO,L 9-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
322,Kyle Dugger,DB,24.189,2020-09-27,NFL,NWE,Home,LVR,W 36-20,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
323,Ashton Dulin,WR,23.135,2020-09-27,NFL,IND,Home,NYJ,W 36-7,3,3,Sun,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0
324,Carlos Dunlap,DE,31.212,2020-09-27,NFL,CIN,Away,PHI,T 23-23,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
325,Brandon Dunn,DT,28.022,2020-09-27,NFL,HOU,Away,PIT,L 21-28,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
326,Bud Dupree,LB,27.228,2020-09-27,NFL,PIT,Home,HOU,W 28-21,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
327,Devin Duvernay,WR,23.016,2020-09-28,NFL,BAL,Home,KAN,L 20-34,3,3,Mon,0.0,0.0,,0.0,3.0,2.0,7.0,3.5,0.0,2.33
328,Ross Dwelley,TE,25.245,2020-09-27,NFL,SFO,Away,NYG,W 36-9,3,3,Sun,0.0,0.0,,0.0,4.0,4.0,49.0,12.25,0.0,12.25
329,Eric Ebron,TE,27.17,2020-09-27,NFL,PIT,Home,HOU,W 28-21,3,3,Sun,0.0,0.0,,0.0,7.0,5.0,52.0,10.4,1.0,7.43
330,Terrell Edmunds,S,23.251,2020-09-27,NFL,PIT,Home,HOU,W 28-21,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
331,Tremaine Edmunds,LB,22.148,2020-09-27,NFL,BUF,Home,LAR,W 35-32,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
332,Bryan Edwards,WR,21.319,2020-09-27,NFL,LVR,Away,NWE,L 20-36,3,3,Sun,0.0,0.0,,0.0,3.0,2.0,48.0,24.0,0.0,16.0
333,Mike Edwards,S,24.132,2020-09-27,NFL,TAM,Away,DEN,W 28-10,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
334,T.J. Edwards,LB,24.046,2020-09-27,NFL,PHI,Home,CIN,T 23-23,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
335,Samuel Eguavoen,LB,27.215,2020-09-24,NFL,MIA,Away,JAX,W 31-13,3,3,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
336,Tyler Eifert,TE,30.016,2020-09-24,NFL,JAX,Home,MIA,L 13-31,3,3,Thu,0.0,0.0,,0.0,3.0,2.0,11.0,5.5,0.0,3.67
337,Corn Elder,DB,25.354,2020-09-27,NFL,CAR,Away,LAC,W 21-16,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
338,DeShon Elliott,S,23.16,2020-09-28,NFL,BAL,Home,KAN,L 20-34,3,3,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
339,Jake Elliott,K,25.25,2020-09-27,NFL,PHI,Home,CIN,T 23-23,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
340,Jordan Elliott,DT,22.309,2020-09-27,NFL,CLE,Home,WAS,W 34-20,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
341,Evan Engram,TE,26.025,2020-09-27,NFL,NYG,Home,SFO,L 9-36,3,3,Sun,0.0,0.0,,0.0,5.0,3.0,22.0,7.33,0.0,4.4
342,A.J. Epenesa,DE,22.012,2020-09-27,NFL,BUF,Home,LAR,W 35-32,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
343,Marcus Epps,S,24.244,2020-09-27,NFL,PHI,Home,CIN,T 23-23,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
344,Alex Erickson,WR,27.326,2020-09-27,NFL,CIN,Away,PHI,T 23-23,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
345,Zach Ertz,TE,29.322,2020-09-27,NFL,PHI,Home,CIN,T 23-23,3,3,Sun,0.0,0.0,,0.0,10.0,7.0,70.0,10.0,0.0,7.0
346,Mike Evans,WR,27.037,2020-09-27,NFL,TAM,Away,DEN,W 28-10,3,3,Sun,0.0,0.0,,0.0,4.0,2.0,2.0,1.0,2.0,0.5
347,Rashaan Evans,LB,24.324,2020-09-27,NFL,TEN,Away,MIN,W 31-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
348,Gerald Everett,TE,26.094,2020-09-27,NFL,LAR,Away,BUF,L 32-35,3,3,Sun,0.0,0.0,,0.0,2.0,2.0,34.0,17.0,0.0,17.0
349,Kyler Fackrell,LB,28.307,2020-09-27,NFL,NYG,Home,SFO,L 9-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
350,Brandon Facyson,CB,26.019,2020-09-27,NFL,LAC,Home,CAR,L 16-21,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
351,Ka'imi Fairbairn,K,26.242,2020-09-27,NFL,HOU,Away,PIT,L 21-28,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
352,Noah Fant,TE,22.312,2020-09-27,NFL,DEN,Home,TAM,L 10-28,3,3,Sun,0.0,0.0,,0.0,10.0,5.0,46.0,9.2,0.0,4.6
353,Matthias Farley,S,28.074,2020-09-27,NFL,NYJ,Away,IND,L 7-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
354,Folorunso Fatukasi,DL,25.207,2020-09-27,NFL,NYJ,Away,IND,L 7-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
355,Darren Fells,TE,34.158,2020-09-27,NFL,HOU,Away,PIT,L 21-28,3,3,Sun,0.0,0.0,,0.0,2.0,0.0,0.0,,0.0,0.0
356,Rashad Fenton,CB,23.224,2020-09-28,NFL,KAN,Away,BAL,W 34-20,3,3,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
357,Jaylon Ferguson,LB,24.289,2020-09-28,NFL,BAL,Home,KAN,L 20-34,3,3,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
358,Clelin Ferrell,DE,23.133,2020-09-27,NFL,LVR,Away,NWE,L 20-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
359,Sam Ficken,K,27.288,2020-09-27,NFL,NYJ,Away,IND,L 7-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
360,Eric Fisher,T,29.267,2020-09-28,NFL,KAN,Away,BAL,W 34-20,3,3,Mon,0.0,0.0,,0.0,1.0,1.0,2.0,2.0,1.0,2.0
361,Larry Fitzgerald,WR,37.027,2020-09-27,NFL,ARI,Home,DET,L 23-26,3,3,Sun,0.0,0.0,,0.0,3.0,1.0,0.0,0.0,0.0,0.0
362,Minkah Fitzpatrick,S,23.328,2020-09-27,NFL,PIT,Home,HOU,W 28-21,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
363,Demetrius Flannigan-Fowles,LB,24.023,2020-09-27,NFL,SFO,Away,NYG,W 36-9,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
364,Tre Flowers,CB,25.117,2020-09-27,NFL,SEA,Home,DAL,W 38-31,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
365,Trey Flowers,DE,27.042,2020-09-27,NFL,DET,Away,ARI,W 26-23,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
366,Leonard Floyd,OLB,28.019,2020-09-27,NFL,LAR,Away,BUF,L 32-35,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
367,Nick Folk,K,35.327,2020-09-27,NFL,NWE,Home,LVR,W 36-20,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
368,Isaiah Ford,WR,24.228,2020-09-24,NFL,MIA,Away,JAX,W 31-13,3,3,Thu,0.0,0.0,,0.0,2.0,2.0,14.0,7.0,0.0,7.0
369,Poona Ford,DT,24.313,2020-09-27,NFL,SEA,Home,DAL,W 38-31,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
370,L.J. Fort,LB,30.269,2020-09-28,NFL,BAL,Home,KAN,L 20-34,3,3,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
371,Daurice Fountain,WR,24.28,2020-09-27,NFL,IND,Home,NYJ,W 36-7,3,3,Sun,0.0,0.0,,0.0,2.0,2.0,23.0,11.5,0.0,11.5
372,Dante Fowler,DE,26.055,2020-09-27,NFL,ATL,Home,CHI,L 26-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
373,Jack Fox,P,24.026,2020-09-27,NFL,DET,Away,ARI,W 26-23,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
374,Morgan Fox,DL,26.015,2020-09-27,NFL,LAR,Away,BUF,L 32-35,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
375,Zaire Franklin,LB,24.087,2020-09-27,NFL,IND,Home,NYJ,W 36-7,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
376,John Franklin-Myers,DL,24.001,2020-09-27,NFL,NYJ,Away,IND,L 7-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
377,Kavon Frazier,S,26.044,2020-09-24,NFL,MIA,Away,JAX,W 31-13,3,3,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
378,Kendall Fuller,CB,25.227,2020-09-27,NFL,WAS,Away,CLE,L 20-34,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
379,Kyle Fuller,DB,28.224,2020-09-27,NFL,CHI,Away,ATL,W 30-26,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
380,Will Fuller,WR,26.164,2020-09-27,NFL,HOU,Away,PIT,L 21-28,3,3,Sun,0.0,0.0,,0.0,5.0,4.0,54.0,13.5,1.0,10.8
381,Kristian Fulton,DB,22.024,2020-09-27,NFL,TEN,Away,MIN,W 31-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
382,Rico Gafford,WR,24.127,2020-09-27,NFL,LVR,Away,NWE,L 20-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
383,Russell Gage,WR,24.249,2020-09-27,NFL,ATL,Home,CHI,L 26-30,3,3,Sun,0.0,0.0,,0.0,3.0,2.0,26.0,13.0,0.0,8.67
384,Greg Gaines,DL,24.144,2020-09-27,NFL,LAR,Away,BUF,L 32-35,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
385,Phillip Gaines,CB,29.176,2020-09-27,NFL,HOU,Away,PIT,L 21-28,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
386,Michael Gallup,WR,24.176,2020-09-27,NFL,DAL,Away,SEA,L 31-38,3,3,Sun,0.0,0.0,,0.0,9.0,6.0,138.0,23.0,1.0,15.33
387,Graham Gano,K,33.171,2020-09-27,NFL,NYG,Home,SFO,L 9-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
388,Chauncey Gardner-Johnson,DB,22.282,2020-09-27,NFL,NOR,Home,GNB,L 30-37,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
389,Myles Garrett,DE,24.273,2020-09-27,NFL,CLE,Home,WAS,W 34-20,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
390,Jonathan Garvin,LB,21.061,2020-09-27,NFL,GNB,Away,NOR,W 37-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
391,Rashan Gary,LB,22.299,2020-09-27,NFL,GNB,Away,NOR,W 37-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
392,Nathan Gerry,LB,25.217,2020-09-27,NFL,PHI,Home,CIN,T 23-23,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
393,Mike Gesicki,TE,24.357,2020-09-24,NFL,MIA,Away,JAX,W 31-13,3,3,Thu,0.0,0.0,,0.0,3.0,1.0,15.0,15.0,1.0,5.0
394,William Gholston,DL,29.058,2020-09-27,NFL,TAM,Away,DEN,W 28-10,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
395,Jamie Gillan,P,23.115,2020-09-27,NFL,CLE,Home,WAS,W 34-20,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
396,Cullen Gillaspia,FB,25.113,2020-09-27,NFL,HOU,Away,PIT,L 21-28,3,3,Sun,0.0,0.0,,0.0,1.0,1.0,6.0,6.0,0.0,6.0
397,Stephon Gilmore,CB,30.008,2020-09-27,NFL,NWE,Home,LVR,W 36-20,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
398,Ted Ginn Jr.,WR,35.168,2020-09-27,NFL,CHI,Away,ATL,W 30-26,3,3,Sun,0.0,0.0,,0.0,3.0,1.0,29.0,29.0,0.0,9.67
399,Tashaun Gipson,DB,30.051,2020-09-27,NFL,CHI,Away,ATL,W 30-26,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
400,Kevin Givens,DL,23.21,2020-09-27,NFL,SFO,Away,NYG,W 36-9,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
401,Jeff Gladney,CB,23.29,2020-09-27,NFL,MIN,Home,TEN,L 30-31,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
402,Graham Glasgow,G,28.07,2020-09-27,NFL,DEN,Home,TAM,L 10-28,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
403,Jordan Glasgow,LB,24.091,2020-09-27,NFL,IND,Home,NYJ,W 36-7,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
404,Davon Godchaux,DT,25.318,2020-09-24,NFL,MIA,Away,JAX,W 31-13,3,3,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
405,Chris Godwin,WR,24.213,2020-09-27,NFL,TAM,Away,DEN,W 28-10,3,3,Sun,0.0,0.0,,0.0,6.0,5.0,64.0,12.8,1.0,10.67
406,Dallas Goedert,TE,25.268,2020-09-27,NFL,PHI,Home,CIN,T 23-23,3,3,Sun,0.0,0.0,,0.0,1.0,1.0,7.0,7.0,0.0,7.0
407,Markus Golden,LB,29.198,2020-09-27,NFL,NYG,Home,SFO,L 9-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
408,Kenny Golladay,WR,26.329,2020-09-27,NFL,DET,Away,ARI,W 26-23,3,3,Sun,0.0,0.0,,0.0,7.0,6.0,57.0,9.5,1.0,8.14
409,Zane Gonzalez,K,25.143,2020-09-27,NFL,ARI,Home,DET,L 23-26,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
410,B.J. Goodson,LB,27.151,2020-09-27,NFL,CLE,Home,WAS,W 34-20,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
411,Stephen Gostkowski,K,36.243,2020-09-27,NFL,TEN,Away,MIN,W 31-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
412,Adam Gotsis,DE,28.001,2020-09-24,NFL,JAX,Home,MIA,L 13-31,3,3,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
413,Robbie Gould,K,37.296,2020-09-27,NFL,SFO,Away,NYG,W 36-9,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
414,Brandon Graham,DE,32.177,2020-09-27,NFL,PHI,Home,CIN,T 23-23,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
415,Jimmy Graham,TE,33.308,2020-09-27,NFL,CHI,Away,ATL,W 30-26,3,3,Sun,0.0,0.0,,0.0,10.0,6.0,60.0,10.0,2.0,6.0
416,Carl Granderson,DE,23.284,2020-09-27,NFL,NOR,Home,GNB,L 30-37,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
417,J.T. Gray,DB,24.253,2020-09-27,NFL,NOR,Home,GNB,L 30-37,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
418,A.J. Green,WR,32.058,2020-09-27,NFL,CIN,Away,PHI,T 23-23,3,3,Sun,0.0,0.0,,0.0,6.0,5.0,36.0,7.2,0.0,6.0
419,Virgil Green,TE,32.055,2020-09-27,NFL,LAC,Home,CAR,L 16-21,3,3,Sun,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0
420,Raven Greene,S,25.238,2020-09-27,NFL,GNB,Away,NOR,W 37-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
421,Everson Griffen,DE,32.28,2020-09-27,NFL,DAL,Away,SEA,L 31-38,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
422,Ryan Griffin,TE,30.26,2020-09-27,NFL,NYJ,Away,IND,L 7-36,3,3,Sun,0.0,0.0,,0.0,2.0,0.0,0.0,,0.0,0.0
423,Shaquem Griffin,LB,25.069,2020-09-27,NFL,SEA,Home,DAL,W 38-31,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
424,Shaquill Griffin,CB,25.069,2020-09-27,NFL,SEA,Home,DAL,W 38-31,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
425,Rob Gronkowski,TE,31.136,2020-09-27,NFL,TAM,Away,DEN,W 28-10,3,3,Sun,0.0,0.0,,0.0,7.0,6.0,48.0,8.0,0.0,6.86
426,Yetur Gross-Matos,DE,22.214,2020-09-27,NFL,CAR,Away,LAC,W 21-16,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
427,Kamu Grugier-Hill,LB,26.131,2020-09-24,NFL,MIA,Away,JAX,W 31-13,3,3,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
428,Porter Gustin,DE,23.232,2020-09-27,NFL,CLE,Home,WAS,W 34-20,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
429,Lawrence Guy,DT,30.194,2020-09-27,NFL,NWE,Home,LVR,W 36-20,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
430,Jalen Guyton,WR,23.112,2020-09-27,NFL,LAC,Home,CAR,L 16-21,3,3,Sun,0.0,0.0,,0.0,3.0,2.0,23.0,11.5,0.0,7.67
431,Matt Haack,P,26.091,2020-09-24,NFL,MIA,Away,JAX,W 31-13,3,3,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
432,Joe Haden,CB,31.166,2020-09-27,NFL,PIT,Home,HOU,W 28-21,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
433,Nate Hairston,CB,26.089,2020-09-27,NFL,NYJ,Away,IND,L 7-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
434,P.J. Hall,DT,25.175,2020-09-27,NFL,HOU,Away,PIT,L 21-28,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
435,C.J. Ham,RB,27.067,2020-09-27,NFL,MIN,Home,TEN,L 30-31,3,3,Sun,0.0,0.0,,0.0,2.0,1.0,11.0,11.0,0.0,5.5
436,Shaun Dion Hamilton,LB,25.016,2020-09-27,NFL,WAS,Away,CLE,L 20-34,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
437,Da'Shawn Hand,DL,24.318,2020-09-27,NFL,DET,Away,ARI,W 26-23,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
438,Johnathan Hankins,DT,28.182,2020-09-27,NFL,LVR,Away,NWE,L 20-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
439,Justin Hardee,DB,26.233,2020-09-27,NFL,NOR,Home,GNB,L 30-37,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
440,Mecole Hardman,WR,22.2,2020-09-28,NFL,KAN,Away,BAL,W 34-20,3,3,Mon,0.0,0.0,,0.0,6.0,4.0,81.0,20.25,1.0,13.5
441,Vernon Hargreaves III,CB,25.116,2020-09-27,NFL,HOU,Away,PIT,L 21-28,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
442,Duron Harmon,S,29.247,2020-09-27,NFL,DET,Away,ARI,W 26-23,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
443,Anthony Harris,S,29.115,2020-09-27,NFL,MIN,Home,TEN,L 30-31,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
444,Charles Harris,DE,25.205,2020-09-27,NFL,ATL,Home,CHI,L 26-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
445,Chris Harris Jr.,CB,31.101,2020-09-27,NFL,LAC,Home,CAR,L 16-21,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
446,Demetrius Harris,TE,29.06,2020-09-27,NFL,CHI,Away,ATL,W 30-26,3,3,Sun,0.0,0.0,,0.0,3.0,3.0,15.0,5.0,0.0,5.0
447,Deonte Harris,WR/RS,22.298,2020-09-27,NFL,NOR,Home,GNB,L 30-37,3,3,Sun,0.0,0.0,,0.0,3.0,2.0,5.0,2.5,0.0,1.67
448,Erik Harris,S,30.178,2020-09-27,NFL,LVR,Away,NWE,L 20-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
449,Marcell Harris,S,26.11,2020-09-27,NFL,SFO,Away,NYG,W 36-9,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
450,Shelby Harris,DE,29.047,2020-09-27,NFL,DEN,Home,TAM,L 10-28,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
451,Will Harris,S,24.283,2020-09-27,NFL,DET,Away,ARI,W 26-23,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
452,Malik Harrison,LB,22.207,2020-09-28,NFL,BAL,Home,KAN,L 20-34,3,3,Mon,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
453,Ronnie Harrison,S,23.162,2020-09-27,NFL,CLE,Home,WAS,W 34-20,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
454,Jaylinn Hawkins,S,23.033,2020-09-27,NFL,ATL,Home,CHI,L 26-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
455,D.J. Hayden,CB,30.089,2020-09-24,NFL,JAX,Home,MIA,L 13-31,3,3,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
456,Marquis Haynes,DE,26.286,2020-09-27,NFL,CAR,Away,LAC,W 21-16,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
457,Casey Hayward,DB,31.018,2020-09-27,NFL,LAC,Home,CAR,L 16-21,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
458,Jeff Heath,S,29.136,2020-09-27,NFL,LVR,Away,NWE,L 20-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
459,C.J. Henderson,CB,21.36,2020-09-24,NFL,JAX,Home,MIA,L 13-31,3,3,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
460,Trey Hendrickson,DE,25.297,2020-09-27,NFL,NOR,Home,GNB,L 30-37,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
461,Hunter Henry,TE,25.295,2020-09-27,NFL,LAC,Home,CAR,L 16-21,3,3,Sun,0.0,0.0,,0.0,7.0,5.0,50.0,10.0,0.0,7.14
462,Chris Herndon,TE,24.217,2020-09-27,NFL,NYJ,Away,IND,L 7-36,3,3,Sun,0.0,0.0,,0.0,5.0,3.0,21.0,7.0,0.0,4.2
463,Tre Herndon,CB,24.203,2020-09-24,NFL,JAX,Home,MIA,L 13-31,3,3,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
464,Neville Hewitt,LB,27.174,2020-09-27,NFL,NYJ,Away,IND,L 7-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
465,Cameron Heyward,DT,31.144,2020-09-27,NFL,PIT,Home,HOU,W 28-21,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
466,Akiem Hicks,DT,30.316,2020-09-27,NFL,CHI,Away,ATL,W 30-26,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
467,Jordan Hicks,LB,28.092,2020-09-27,NFL,ARI,Home,DET,L 23-26,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
468,Tyler Higbee,TE,27.27,2020-09-27,NFL,LAR,Away,BUF,L 32-35,3,3,Sun,0.0,0.0,,0.0,2.0,2.0,40.0,20.0,0.0,20.0
469,Tee Higgins,WR,21.253,2020-09-27,NFL,CIN,Away,PHI,T 23-23,3,3,Sun,0.0,0.0,,0.0,9.0,5.0,40.0,8.0,2.0,4.44
470,Alex Highsmith,LB,23.051,2020-09-27,NFL,PIT,Home,HOU,W 28-21,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
471,John Hightower,WR,24.119,2020-09-27,NFL,PHI,Home,CIN,T 23-23,3,3,Sun,0.0,0.0,,0.0,3.0,2.0,19.0,9.5,0.0,6.33
472,B.J. Hill,DL,25.16,2020-09-27,NFL,NYG,Home,SFO,L 9-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
473,Holton Hill,CB,23.183,2020-09-27,NFL,MIN,Home,TEN,L 30-31,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
474,K.J. Hill,WR,23.012,2020-09-27,NFL,LAC,Home,CAR,L 16-21,3,3,Sun,0.0,0.0,,0.0,4.0,1.0,15.0,15.0,0.0,3.75
475,Troy Hill,CB,29.029,2020-09-27,NFL,LAR,Away,BUF,L 32-35,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
