rk,player_name,pos,age,date,lg,tm,home/away,opp,result,g#,week,day,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,receiving_y/tgt
21,Brian Hill,RB,24.323,2020-09-27,NFL,ATL,Home,CHI,L 26-30,3,3,Sun,9.0,58.0,6.44,1.0,3.0,1.0,22.0,22.0,0.0,7.33
22,Alvin Kamara,RB,25.064,2020-09-27,NFL,NOR,Home,GNB,L 30-37,3,3,Sun,6.0,58.0,9.67,0.0,14.0,13.0,139.0,10.69,2.0,9.93
23,Latavius Murray,RB,30.253,2020-09-27,NFL,NOR,Home,GNB,L 30-37,3,3,Sun,12.0,58.0,4.83,0.0,1.0,1.0,7.0,7.0,0.0,7.0
24,Frank Gore,RB,37.136,2020-09-27,NFL,NYJ,Away,IND,L 7-36,3,3,Sun,15.0,57.0,3.8,0.0,1.0,1.0,5.0,5.0,0.0,5.0
25,Ronald Jones II,RB,23.055,2020-09-27,NFL,TAM,Away,DEN,W 28-10,3,3,Sun,13.0,53.0,4.08,0.0,4.0,2.0,20.0,10.0,0.0,5.0
26,Rex Burkhead,RB,30.087,2020-09-27,NFL,NWE,Home,LVR,W 36-20,3,3,Sun,6.0,49.0,8.17,2.0,10.0,7.0,49.0,7.0,1.0,4.9
27,Antonio Gibson,RB,22.096,2020-09-27,NFL,WAS,Away,CLE,L 20-34,3,3,Sun,9.0,49.0,5.44,1.0,3.0,3.0,11.0,3.67,0.0,3.67
28,Daniel Jones,QB,23.123,2020-09-27,NFL,NYG,Home,SFO,L 9-36,3,3,Sun,5.0,49.0,9.8,0.0,0.0,0.0,0.0,,0.0,
29,Joe Mixon,HB,24.065,2020-09-27,NFL,CIN,Away,PHI,T 23-23,3,3,Sun,17.0,49.0,2.88,0.0,3.0,2.0,16.0,8.0,0.0,5.33
30,Mike Davis,RB,27.221,2020-09-27,NFL,CAR,Away,LAC,W 21-16,3,3,Sun,13.0,46.0,3.54,0.0,9.0,8.0,45.0,5.63,1.0,5.0
31,Kareem Hunt,RB,25.052,2020-09-27,NFL,CLE,Home,WAS,W 34-20,3,3,Sun,16.0,46.0,2.88,0.0,3.0,2.0,18.0,9.0,1.0,6.0
32,James Robinson,RB,22.046,2020-09-24,NFL,JAX,Home,MIA,L 13-31,3,3,Thu,11.0,46.0,4.18,2.0,6.0,6.0,83.0,13.83,0.0,13.83
33,David Montgomery,RB,23.112,2020-09-27,NFL,CHI,Away,ATL,W 30-26,3,3,Sun,14.0,45.0,3.21,0.0,3.0,2.0,9.0,4.5,0.0,3.0
34,Mitchell Trubisky,QB,26.038,2020-09-27,NFL,CHI,Away,ATL,W 30-26,3,3,Sun,1.0,45.0,45.0,0.0,0.0,0.0,0.0,,0.0,
35,Joshua Kelley,RB,22.312,2020-09-27,NFL,LAC,Home,CAR,L 16-21,3,3,Sun,8.0,43.0,5.38,0.0,2.0,2.0,9.0,4.5,0.0,4.5
36,J.J. Taylor,RB,22.267,2020-09-27,NFL,NWE,Home,LVR,W 36-20,3,3,Sun,11.0,43.0,3.91,0.0,1.0,0.0,0.0,,0.0,0.0
37,Anthony McFarland Jr.,RB,21.207,2020-09-27,NFL,PIT,Home,HOU,W 28-21,3,3,Sun,6.0,42.0,7.0,0.0,2.0,1.0,7.0,7.0,0.0,3.5
38,Gus Edwards,RB,25.168,2020-09-28,NFL,BAL,Home,KAN,L 20-34,3,3,Mon,4.0,39.0,9.75,0.0,0.0,0.0,0.0,,0.0,
39,Jordan Wilkins,RB,26.071,2020-09-27,NFL,IND,Home,NYJ,W 36-7,3,3,Sun,9.0,39.0,4.33,0.0,1.0,1.0,6.0,6.0,0.0,6.0
40,Ryan Fitzpatrick,QB,37.305,2020-09-24,NFL,MIA,Away,JAX,W 31-13,3,3,Thu,7.0,38.0,5.43,1.0,1.0,1.0,0.0,0.0,0.0,0.0
41,Jerick McKinnon,RB,28.147,2020-09-27,NFL,SFO,Away,NYG,W 36-9,3,3,Sun,14.0,38.0,2.71,1.0,4.0,3.0,39.0,13.0,0.0,9.75
42,Ezekiel Elliott,RB,25.067,2020-09-27,NFL,DAL,Away,SEA,L 31-38,3,3,Sun,14.0,34.0,2.43,1.0,12.0,6.0,24.0,4.0,0.0,2.0
43,Brandon Aiyuk,WR,22.194,2020-09-27,NFL,SFO,Away,NYG,W 36-9,3,3,Sun,3.0,31.0,10.33,1.0,8.0,5.0,70.0,14.0,0.0,8.75
44,Devontae Booker,RB,28.123,2020-09-27,NFL,LVR,Away,NWE,L 20-36,3,3,Sun,3.0,31.0,10.33,0.0,0.0,0.0,0.0,,0.0,
45,Mark Ingram,RB,30.282,2020-09-28,NFL,BAL,Home,KAN,L 20-34,3,3,Mon,7.0,30.0,4.29,0.0,1.0,0.0,0.0,,0.0,0.0
46,Robert Woods,WR,28.17,2020-09-27,NFL,LAR,Away,BUF,L 32-35,3,3,Sun,3.0,30.0,10.0,0.0,6.0,5.0,74.0,14.8,1.0,12.33
47,Jakeem Grant,WR,27.36,2020-09-24,NFL,MIA,Away,JAX,W 31-13,3,3,Thu,1.0,29.0,29.0,0.0,1.0,1.0,19.0,19.0,0.0,19.0
48,Kyler Murray,QB,23.051,2020-09-27,NFL,ARI,Home,DET,L 23-26,3,3,Sun,5.0,29.0,5.8,1.0,0.0,0.0,0.0,,0.0,
49,Alexander Mattison,RB,22.1,2020-09-27,NFL,MIN,Home,TEN,L 30-31,3,3,Sun,8.0,27.0,3.38,0.0,0.0,0.0,0.0,,0.0,
50,Cam Newton,QB,31.139,2020-09-27,NFL,NWE,Home,LVR,W 36-20,3,3,Sun,9.0,27.0,3.0,0.0,0.0,0.0,0.0,,0.0,
51,Melvin Gordon,RB,27.167,2020-09-27,NFL,DEN,Home,TAM,L 10-28,3,3,Sun,8.0,26.0,3.25,0.0,6.0,4.0,12.0,3.0,0.0,2.0
52,Patrick Mahomes,QB,25.011,2020-09-28,NFL,KAN,Away,BAL,W 34-20,3,3,Mon,4.0,26.0,6.5,1.0,0.0,0.0,0.0,,0.0,
53,Dak Prescott,QB,27.06,2020-09-27,NFL,DAL,Away,SEA,L 31-38,3,3,Sun,6.0,26.0,4.33,0.0,0.0,0.0,0.0,,0.0,
54,Tyreek Hill,WR,26.211,2020-09-28,NFL,KAN,Away,BAL,W 34-20,3,3,Mon,2.0,25.0,12.5,0.0,6.0,5.0,77.0,15.4,1.0,12.83
55,La'Mical Perine,RB,22.241,2020-09-27,NFL,NYJ,Away,IND,L 7-36,3,3,Sun,7.0,24.0,3.43,0.0,2.0,2.0,-1.0,-0.5,0.0,-0.5
56,David Johnson,RB,28.286,2020-09-27,NFL,HOU,Away,PIT,L 21-28,3,3,Sun,13.0,23.0,1.77,1.0,3.0,2.0,23.0,11.5,0.0,7.67
57,Antonio Gandy-Golden,WR,22.169,2020-09-27,NFL,WAS,Away,CLE,L 20-34,3,3,Sun,1.0,22.0,22.0,0.0,2.0,0.0,0.0,,0.0,0.0
58,Gardner Minshew II,QB,24.131,2020-09-24,NFL,JAX,Home,MIA,L 13-31,3,3,Thu,3.0,22.0,7.33,0.0,0.0,0.0,0.0,,0.0,
59,Russell Wilson,QB,31.303,2020-09-27,NFL,SEA,Home,DAL,W 38-31,3,3,Sun,6.0,22.0,3.67,0.0,0.0,0.0,0.0,,0.0,
60,Tarik Cohen,RB,25.063,2020-09-27,NFL,CHI,Away,ATL,W 30-26,3,3,Sun,2.0,21.0,10.5,0.0,6.0,3.0,20.0,6.67,0.0,3.33
61,Nyheim Hines,RB,23.32,2020-09-27,NFL,IND,Home,NYJ,W 36-7,3,3,Sun,7.0,21.0,3.0,0.0,5.0,4.0,40.0,10.0,0.0,8.0
62,Sam Darnold,QB,23.114,2020-09-27,NFL,NYJ,Away,IND,L 7-36,3,3,Sun,5.0,20.0,4.0,0.0,0.0,0.0,0.0,,0.0,
63,Malcolm Brown,RB,27.135,2020-09-27,NFL,LAR,Away,BUF,L 32-35,3,3,Sun,7.0,19.0,2.71,0.0,2.0,0.0,0.0,,0.0,0.0
64,Travis Homer,RB,22.051,2020-09-27,NFL,SEA,Home,DAL,W 38-31,3,3,Sun,2.0,19.0,9.5,0.0,1.0,0.0,0.0,,0.0,0.0
65,T.J. Yeldon,RB,26.361,2020-09-27,NFL,BUF,Home,LAR,W 35-32,3,3,Sun,3.0,18.0,6.0,0.0,0.0,0.0,0.0,,0.0,
66,Reggie Bonnafon,RB,24.267,2020-09-27,NFL,CAR,Away,LAC,W 21-16,3,3,Sun,2.0,16.0,8.0,0.0,0.0,0.0,0.0,,0.0,
67,Kerryon Johnson,RB,23.089,2020-09-27,NFL,DET,Away,ARI,W 26-23,3,3,Sun,3.0,16.0,5.33,0.0,1.0,1.0,14.0,14.0,0.0,14.0
68,Leonard Fournette,RB,25.253,2020-09-27,NFL,TAM,Away,DEN,W 28-10,3,3,Sun,7.0,15.0,2.14,0.0,2.0,2.0,7.0,3.5,0.0,3.5
69,Justin Herbert,QB,22.201,2020-09-27,NFL,LAC,Home,CAR,L 16-21,3,3,Sun,3.0,15.0,5.0,0.0,0.0,0.0,0.0,,0.0,
70,J.D. McKissic,RB,27.043,2020-09-27,NFL,WAS,Away,CLE,L 20-34,3,3,Sun,5.0,15.0,3.0,0.0,4.0,3.0,37.0,12.33,0.0,9.25
71,Jeff Wilson,RB,24.316,2020-09-27,NFL,SFO,Away,NYG,W 36-9,3,3,Sun,12.0,15.0,1.25,1.0,3.0,3.0,54.0,18.0,1.0,18.0
72,Kirk Cousins,QB,32.039,2020-09-27,NFL,MIN,Home,TEN,L 30-31,3,3,Sun,2.0,14.0,7.0,0.0,0.0,0.0,0.0,,0.0,
73,Jeff Driskel,QB,27.157,2020-09-27,NFL,DEN,Home,TAM,L 10-28,3,3,Sun,3.0,14.0,4.67,0.0,0.0,0.0,0.0,,0.0,
74,Jalen Richard,RB,26.348,2020-09-27,NFL,LVR,Away,NWE,L 20-36,3,3,Sun,1.0,14.0,14.0,0.0,3.0,3.0,8.0,2.67,0.0,2.67
75,Jamaal Williams,RB,25.177,2020-09-27,NFL,GNB,Away,NOR,W 37-30,3,3,Sun,6.0,14.0,2.33,0.0,1.0,1.0,3.0,3.0,0.0,3.0
76,Chase Edmonds,RB,24.167,2020-09-27,NFL,ARI,Home,DET,L 23-26,3,3,Sun,3.0,13.0,4.33,0.0,2.0,2.0,21.0,10.5,0.0,10.5
77,Cordarrelle Patterson,WR,29.194,2020-09-27,NFL,CHI,Away,ATL,W 30-26,3,3,Sun,4.0,13.0,3.25,0.0,0.0,0.0,0.0,,0.0,
78,Isaiah Zuber,WR,23.165,2020-09-27,NFL,NWE,Home,LVR,W 36-20,3,3,Sun,1.0,13.0,13.0,0.0,0.0,0.0,0.0,,0.0,
79,Teddy Bridgewater,QB,27.322,2020-09-27,NFL,CAR,Away,LAC,W 21-16,3,3,Sun,2.0,12.0,6.0,0.0,0.0,0.0,0.0,,0.0,
80,Carlos Hyde,RB,30.007,2020-09-27,NFL,SEA,Home,DAL,W 38-31,3,3,Sun,4.0,12.0,3.0,0.0,1.0,1.0,11.0,11.0,0.0,11.0
81,Aaron Rodgers,QB,36.3,2020-09-27,NFL,GNB,Away,NOR,W 37-30,3,3,Sun,2.0,12.0,6.0,0.0,0.0,0.0,0.0,,0.0,
82,Benny Snell Jr.,RB,22.213,2020-09-27,NFL,PIT,Home,HOU,W 28-21,3,3,Sun,7.0,11.0,1.57,0.0,0.0,0.0,0.0,,0.0,
83,Darwin Thompson,RB,24.146,2020-09-28,NFL,KAN,Away,BAL,W 34-20,3,3,Mon,2.0,11.0,5.5,0.0,2.0,0.0,0.0,,0.0,0.0
84,Derek Carr,QB,29.183,2020-09-27,NFL,LVR,Away,NWE,L 20-36,3,3,Sun,2.0,10.0,5.0,0.0,0.0,0.0,0.0,,0.0,
85,Devonta Freeman,RB,28.196,2020-09-27,NFL,NYG,Home,SFO,L 9-36,3,3,Sun,5.0,10.0,2.0,0.0,0.0,0.0,0.0,,0.0,
86,Darrynton Evans,RB,22.08,2020-09-27,NFL,TEN,Away,MIN,W 31-30,3,3,Sun,3.0,9.0,3.0,0.0,0.0,0.0,0.0,,0.0,
87,Jamycal Hasty,RB,24.015,2020-09-27,NFL,SFO,Away,NYG,W 36-9,3,3,Sun,2.0,9.0,4.5,0.0,1.0,1.0,9.0,9.0,0.0,9.0
88,Diontae Johnson,WR,24.084,2020-09-27,NFL,PIT,Home,HOU,W 28-21,3,3,Sun,1.0,9.0,9.0,0.0,2.0,0.0,0.0,,0.0,0.0
89,Anthony Miller,WR,25.354,2020-09-27,NFL,CHI,Away,ATL,W 30-26,3,3,Sun,1.0,9.0,9.0,0.0,5.0,2.0,41.0,20.5,1.0,8.2
90,Ryan Tannehill,QB,32.062,2020-09-27,NFL,TEN,Away,MIN,W 31-30,3,3,Sun,4.0,9.0,2.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0
91,Josh Allen,QB,24.129,2020-09-27,NFL,BUF,Home,LAR,W 35-32,3,3,Sun,4.0,8.0,2.0,1.0,0.0,0.0,0.0,,0.0,
92,Kalen Ballage,RB,24.28,2020-09-27,NFL,NYJ,Away,IND,L 7-36,3,3,Sun,2.0,8.0,4.0,0.0,5.0,5.0,44.0,8.8,0.0,8.8
93,Corey Clement,RB,25.33,2020-09-27,NFL,PHI,Home,CIN,T 23-23,3,3,Sun,3.0,8.0,2.67,0.0,0.0,0.0,0.0,,0.0,
94,Jalen Hurts,QB,22.051,2020-09-27,NFL,PHI,Home,CIN,T 23-23,3,3,Sun,2.0,8.0,4.0,0.0,0.0,0.0,0.0,,0.0,
95,Wayne Gallman,RB,25.362,2020-09-27,NFL,NYG,Home,SFO,L 9-36,3,3,Sun,4.0,7.0,1.75,0.0,3.0,2.0,7.0,3.5,0.0,2.33
96,Calvin Ridley,WR,25.282,2020-09-27,NFL,ATL,Home,CHI,L 26-30,3,3,Sun,1.0,7.0,7.0,0.0,13.0,5.0,110.0,22.0,0.0,8.46
97,Curtis Samuel,WR,24.047,2020-09-27,NFL,CAR,Away,LAC,W 21-16,3,3,Sun,4.0,7.0,1.75,0.0,4.0,4.0,45.0,11.25,0.0,11.25
98,Peyton Barber,RB,26.213,2020-09-27,NFL,WAS,Away,CLE,L 20-34,3,3,Sun,3.0,6.0,2.0,0.0,0.0,0.0,0.0,,0.0,
99,J.K. Dobbins,RB,21.286,2020-09-28,NFL,BAL,Home,KAN,L 20-34,3,3,Mon,1.0,6.0,6.0,0.0,4.0,4.0,38.0,9.5,0.0,9.5
100,Taysom Hill,QB,30.035,2020-09-27,NFL,NOR,Home,GNB,L 30-37,3,3,Sun,2.0,6.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
101,Darrel Williams,RB,25.166,2020-09-28,NFL,KAN,Away,BAL,W 34-20,3,3,Mon,2.0,6.0,3.0,0.0,2.0,2.0,1.0,0.5,0.0,0.5
102,Isaiah Wright,WR,23.258,2020-09-27,NFL,WAS,Away,CLE,L 20-34,3,3,Sun,1.0,6.0,6.0,0.0,6.0,4.0,24.0,6.0,0.0,4.0
103,Tyler Ervin,RB,26.356,2020-09-27,NFL,GNB,Away,NOR,W 37-30,3,3,Sun,1.0,5.0,5.0,0.0,2.0,2.0,8.0,4.0,0.0,4.0
104,Boston Scott,RB,25.153,2020-09-27,NFL,PHI,Home,CIN,T 23-23,3,3,Sun,3.0,5.0,1.67,0.0,1.0,0.0,0.0,,0.0,0.0
105,Deshaun Watson,QB,25.013,2020-09-27,NFL,HOU,Away,PIT,L 21-28,3,3,Sun,1.0,5.0,5.0,0.0,0.0,0.0,0.0,,0.0,
106,Matt Breida,RB,25.209,2020-09-24,NFL,MIA,Away,JAX,W 31-13,3,3,Thu,3.0,4.0,1.33,0.0,0.0,0.0,0.0,,0.0,
107,Royce Freeman,RB,24.216,2020-09-27,NFL,DEN,Home,TAM,L 10-28,3,3,Sun,2.0,4.0,2.0,0.0,2.0,2.0,31.0,15.5,0.0,15.5
108,Jared Goff,QB,25.349,2020-09-27,NFL,LAR,Away,BUF,L 32-35,3,3,Sun,2.0,4.0,2.0,1.0,0.0,0.0,0.0,,0.0,
109,Isaiah McKenzie,WR,25.171,2020-09-27,NFL,BUF,Home,LAR,W 35-32,3,3,Sun,1.0,4.0,4.0,0.0,2.0,1.0,6.0,6.0,0.0,3.0
110,Adam Thielen,WR,30.036,2020-09-27,NFL,MIN,Home,TEN,L 30-31,3,3,Sun,1.0,4.0,4.0,0.0,5.0,3.0,29.0,9.67,1.0,5.8
111,Terry McLaurin,WR,25.012,2020-09-27,NFL,WAS,Away,CLE,L 20-34,3,3,Sun,1.0,3.0,3.0,0.0,8.0,4.0,83.0,20.75,0.0,10.38
112,Jojo Natson,WR,26.239,2020-09-27,NFL,CLE,Home,WAS,W 34-20,3,3,Sun,1.0,3.0,3.0,0.0,0.0,0.0,0.0,,0.0,
113,Chris Thompson,RB,29.34,2020-09-24,NFL,JAX,Home,MIA,L 13-31,3,3,Thu,2.0,3.0,1.5,0.0,6.0,5.0,35.0,7.0,0.0,5.83
114,Jamal Agnew,RB/WR,25.177,2020-09-27,NFL,DET,Away,ARI,W 26-23,3,3,Sun,1.0,2.0,2.0,0.0,2.0,2.0,20.0,10.0,0.0,10.0
115,N'Keal Harry,WR,22.285,2020-09-27,NFL,NWE,Home,LVR,W 36-20,3,3,Sun,1.0,2.0,2.0,0.0,4.0,2.0,34.0,17.0,0.0,8.5
116,Dwayne Haskins,QB,23.147,2020-09-27,NFL,WAS,Away,CLE,L 20-34,3,3,Sun,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,
117,Jordan Howard,RB,25.327,2020-09-24,NFL,MIA,Away,JAX,W 31-13,3,3,Thu,3.0,1.0,0.33,1.0,0.0,0.0,0.0,,0.0,
118,CeeDee Lamb,WR,21.172,2020-09-27,NFL,DAL,Away,SEA,L 31-38,3,3,Sun,1.0,1.0,1.0,0.0,6.0,5.0,65.0,13.0,0.0,10.83
119,Baker Mayfield,QB,25.166,2020-09-27,NFL,CLE,Home,WAS,W 34-20,3,3,Sun,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,
120,C.J. Prosise,RB,26.13,2020-09-27,NFL,HOU,Away,PIT,L 21-28,3,3,Sun,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,
121,Jaylen Samuels,RB,24.069,2020-09-27,NFL,PIT,Home,HOU,W 28-21,3,3,Sun,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,
122,Laviska Shenault Jr.,WR,21.355,2020-09-24,NFL,JAX,Home,MIA,L 13-31,3,3,Thu,1.0,1.0,1.0,0.0,6.0,5.0,33.0,6.6,0.0,5.5
123,Ameer Abdullah,RB,27.106,2020-09-27,NFL,MIN,Home,TEN,L 30-31,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
124,Johnathan Abram,SS,23.338,2020-09-27,NFL,LVR,Away,NWE,L 20-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
125,Jamal Adams,SS,24.346,2020-09-27,NFL,SEA,Home,DAL,W 38-31,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
126,Montravius Adams,DL,25.065,2020-09-27,NFL,GNB,Away,NOR,W 37-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
127,Tyrell Adams,ILB,28.169,2020-09-27,NFL,HOU,Away,PIT,L 21-28,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
128,Nasir Adderley,S,23.119,2020-09-27,NFL,LAC,Home,CAR,L 16-21,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
129,Mario Addison,DE,33.021,2020-09-27,NFL,BUF,Home,LAR,W 35-32,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
130,Olasunkanmi Adeniyi,LB,23.015,2020-09-27,NFL,PIT,Home,HOU,W 28-21,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
131,Nelson Agholor,WR,27.126,2020-09-27,NFL,LVR,Away,NWE,L 20-36,3,3,Sun,0.0,0.0,,0.0,3.0,2.0,32.0,16.0,0.0,10.67
132,Jordan Akins,TE,28.161,2020-09-27,NFL,HOU,Away,PIT,L 21-28,3,3,Sun,0.0,0.0,,0.0,3.0,2.0,28.0,14.0,0.0,9.33
133,Azeez Al-Shaair,LB,23.054,2020-09-27,NFL,SFO,Away,NYG,W 36-9,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
134,Jaire Alexander,CB,23.231,2020-09-27,NFL,GNB,Away,NOR,W 37-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
135,Kwon Alexander,LB,26.055,2020-09-27,NFL,SFO,Away,NYG,W 36-9,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
136,Mackensie Alexander,CB,26.32,2020-09-27,NFL,CIN,Away,PHI,T 23-23,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
137,Mo Alie-Cox,TE,27.008,2020-09-27,NFL,IND,Home,NYJ,W 36-7,3,3,Sun,0.0,0.0,,0.0,3.0,3.0,50.0,16.67,1.0,16.67
138,Dakota Allen,LB,24.327,2020-09-24,NFL,JAX,Home,MIA,L 13-31,3,3,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
139,Jonathan Allen,DT,25.255,2020-09-27,NFL,WAS,Away,CLE,L 20-34,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
140,Josh Allen,DE,23.073,2020-09-24,NFL,JAX,Home,MIA,L 13-31,3,3,Thu,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
141,Keenan Allen,WR,28.153,2020-09-27,NFL,LAC,Home,CAR,L 16-21,3,3,Sun,0.0,0.0,,0.0,19.0,13.0,132.0,10.15,1.0,6.95
142,Marcus Allen,LB,24.051,2020-09-27,NFL,PIT,Home,HOU,W 28-21,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
143,Zach Allen,DL,23.038,2020-09-27,NFL,ARI,Home,DET,L 23-26,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
144,Tyson Alualu,DE,33.138,2020-09-27,NFL,PIT,Home,HOU,W 28-21,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
145,Ugo Amadi,FS,23.133,2020-09-27,NFL,SEA,Home,DAL,W 38-31,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
146,Danny Amendola,WR,34.33,2020-09-27,NFL,DET,Away,ARI,W 26-23,3,3,Sun,0.0,0.0,,0.0,4.0,1.0,18.0,18.0,0.0,4.5
147,Adrian Amos,S,27.151,2020-09-27,NFL,GNB,Away,NOR,W 37-30,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
148,Henry Anderson,DL,29.055,2020-09-27,NFL,NYJ,Away,IND,L 7-36,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
149,Robby Anderson,WR,27.141,2020-09-27,NFL,CAR,Away,LAC,W 21-16,3,3,Sun,0.0,0.0,,0.0,6.0,5.0,55.0,11.0,0.0,9.17
150,Ryan Anderson,DE,26.046,2020-09-27,NFL,WAS,Away,CLE,L 20-34,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
151,Mark Andrews,TE,24.022,2020-09-28,NFL,BAL,Home,KAN,L 20-34,3,3,Mon,0.0,0.0,,0.0,8.0,3.0,22.0,7.33,0.0,2.75
152,Bryan Anger,P,31.357,2020-09-27,NFL,HOU,Away,PIT,L 21-28,3,3,Sun,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
